CountryID,Country Name,WEBNAME,Region,World Rank,Region Rank,2013 Score,Change in Yearly Score,Property Rights,Change in Property Rights,Freedom from Corruption,Change in Freedom from Corruption,Fiscal Freedom ,Change in Fiscal Freedom,Gov't Spending,Change in Gov't Spending,Business Freedom,Change in Business Freedom,Labor Freedom,Change in Labor Freedom,Monetary Freedom,Change in Monetary Freedom,Trade Freedom,Change in Trade Freedom,Investment Freedom ,Change in Investment Freedom,Financial Freedom,Change in Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Country,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP)
125,Oman,Oman,Middle East / North Africa,56,6,66.7,-0.7,55,5,47,-1.2,98.5,0,44.2,-11.8,68.4,0.1,76.1,0.6,76.2,2.6,76.8,-1.9,65,0,60,0,4.1,0,12,2.5,43.1,Oman,3.2,$95.0 ,5.1,4.7,"$29,813",8,1.3,"1,625.50",7
126,Pakistan,Pakistan,Asia-Pacific,121,25,55.6,0.4,30,0,28,5.3,77.7,-2.9,86.1,-2.2,65.6,-3.8,42.1,-5.2,71.2,2.7,65.6,0.8,50,10,40,0,9.7,30,35,10.4,21.5,Pakistan,182.6,$575.0 ,3.6,2.9,"$3,149",5.2,7.4,"1,307.00",63.1
127,Panama,Panama,South and Central America / Caribbean,68,14,64.1,0.7,30,0,35,1,84.5,0.2,78.8,0.1,71.5,-1.5,41.5,2.1,76.4,1.3,78.4,4.2,75,0,70,0,5.8,25,25,17.4,26.6,Panama,3.7,$62.0 ,8,8.2,"$16,658",4,4,"4,651.30",41.3
128,Papua New Guinea,PapuaNewGuinea,Asia-Pacific,137,29,53.1,-0.8,20,0,25,4.8,66.9,0.2,68.7,-6.7,53.5,-3.5,74.5,0.8,72.7,-2.8,85,-0.1,35,0,30,0,2.5,42,30,25.4,32.3,Papua New Guinea,7,$19.8 ,4.6,7.4,"$2,834",2.4,3.8,18.2,32.6
129,Paraguay,Paraguay,South and Central America / Caribbean,83,15,61.1,-0.9,30,0,24,3.5,96,-0.2,81.9,-7.1,58.4,0.4,26.3,-2.6,78.3,-2.6,81.4,0.3,75,0,60,0,4.3,10,10,14.3,24.6,Paraguay,6.8,$46.4 ,13,4.8,"$6,823",5.2,2.7,382.4,15.2
130,Peru,Peru,South and Central America / Caribbean,47,8,67.7,0.3,40,0,38,4,78.6,-0.5,88.5,-0.6,67.7,-2.9,63.4,2,83.9,0.6,87,0,70,0,60,0,1.5,30,30,18.5,19.6,Peru,30.9,$344.2 ,5,5.5,"$11,124",3.8,2.8,"10,172.30",19.6
131,Philippines,Philippines,Asia-Pacific,76,13,62.2,2.1,30,0,36,9.9,79.1,-0.1,89.3,-3,55.3,-4.6,58.2,8.5,78.8,0.8,75.4,-0.1,60,0,60,10,4.8,32,30,12.9,18.9,Philippines,97.5,$456.4 ,7.2,5.2,"$4,682",7.3,2.9,"3,859.80",38.3
132,Poland,Poland,Europe,42,19,68.6,1.6,60,0,60,5.2,82.1,6,47.1,3.9,67.3,-2.8,60.4,0,81.3,3.5,88,0.2,70,0,70,0,1,32,19,20.1,42,Poland,38.5,$817.5 ,1.6,2.7,"$21,214",10.4,0.9,"-6,037.70",57.5
133,Portugal,Portugal,Europe,64,30,65.3,1.8,70,0,62,0.9,61.1,1,28.8,2,87.5,2.6,42.9,8.3,82.8,3.5,88,0.2,70,0,60,0,1,48,23,32.5,48.7,Portugal,10.6,$244.8 ,-1.4,-1.4,"$23,068",16.9,0.4,"3,114.00",128.8
134,Qatar,Qatar,Middle East / North Africa,32,3,70.8,-0.4,70,0,68,-4.4,99.7,-0.2,71.9,-0.2,70.5,-1.2,71.2,1.2,79.7,-1.5,81.8,2,45,0,50,0,4.1,0,0,5.1,30.6,Qatar,2,$199.6 ,6.1,10.7,"$98,814",0.6,3.1,-840.4,34.2
135,Romania,Romania,Europe,57,27,66.6,1.1,40,0,43,5.3,86.9,-0.1,62.3,3.1,69.8,-1.2,68.6,3.4,77.3,0.2,88,0.2,80,0,50,0,1,16,16,28.2,35.4,Romania,21.3,$285.1 ,3.5,-0.3,"$13,396",7.4,4,"3,616.80",39.3
136,Russia,Russia,Europe,143,41,52.1,0.2,20,-5,28,5.9,86.1,0.5,57.8,-3.7,76.3,6.3,58.9,3.1,63.9,-5.5,75,0.4,25,0,30,0,5,13,20,28.7,37.5,Russia,142.9,"$2,556.2 ",1.3,1,"$17,884",5.8,6.8,"79,262.00",13.4
137,Rwanda,Rwanda,Sub-Saharan Africa,65,4,64.8,0.1,30,0,53,6.1,80.2,-0.1,79.2,1,59.5,-10.1,84.5,0.4,76,1.2,80.8,3.1,65,0,40,0,4.6,30,30,13.6,26.3,Rwanda,10.6,$16.4 ,5,6.9,"$1,538",0.6,4.2,110.8,29.4
138,Saint. Lucia,SaintLucia,South and Central America / Caribbean,35,3,70.2,-0.5,70,0,71,0.4,77.7,2,65.8,2.2,75.6,-7.5,79.8,-4.7,85.5,2.8,72,0.1,65,0,40,0,9,30,30,20.8,33.8,St. Lucia,0.2,$2.1 ,-1.5,-0.4,"$12,730",N/A,1.5,87.9,79.8
139,Saint. Vincent and the Grenadines,SaintVincentGrenadines,South and Central America / Caribbean,44,6,68,1,70,0,62,0.9,73.3,-0.4,75.3,2.9,70.8,-5.5,78.2,-0.5,82.3,2.5,68.4,0.8,60,10,40,0,10.8,32.5,33,23,28.7,St. Vincent and the Grenadines,0.1,$1.3 ,2.1,-0.1,"$12,207",N/A,0.9,126.8,76.4
140,Samoa,Samoa,Asia-Pacific,78,14,61.9,0.8,60,0,38,0,80.2,0.3,46.5,4.3,73.6,-0.1,78.4,-1.9,81.2,5.1,75.8,0,55,0,30,0,7.1,27,27,22.9,42.2,Samoa,0.2,$1.1 ,-0.3,-0.2,"$6,210",N/A,-0.2,28,N/A
141,São Tomé and Príncipe,SaoTomePrincipe,Sub-Saharan Africa,136,29,53.3,4.5,25,5,42,9.5,87.8,0.9,41.4,13.5,65.1,12.5,45.8,1.1,70.7,2.4,75.2,-0.1,50,0,30,0,7.4,20,25,14,44.2,São Tomé and Príncipe,0.2,$0.4 ,4,4.3,"$2,194",N/A,8.1,30,85.3
142,Saudi Arabia,SaudiArabia,Middle East / North Africa,77,8,62.1,-0.1,40,0,46,2.3,99.7,0,61.9,-1.2,65.8,-1.5,72.7,-3.1,68.4,-0.3,76.4,2.4,40,0,50,0,4.3,2.5,2.5,3.7,35.7,Saudi Arabia,30,$937.2 ,3.8,5.5,"$31,245",5.5,3.5,"9,298.00",2.7
143,Senegal,Senegal,Sub-Saharan Africa,106,16,57.8,2.4,40,0,41,11.5,71.3,6.2,74.6,-0.8,54.6,7.1,39.5,-2,83,1.2,74,0.8,60,0,40,0,8,40,30,19.2,29.1,Senegal,14.1,$27.7 ,4,3.2,"$1,958",9.9,0.8,298.3,45.9
144,Serbia,Serbia,Europe,90,37,60,0.6,45,5,42,8,82.4,-0.7,27.1,-11.5,57.8,-1.5,70.4,0.3,72.2,5.3,78.2,1.2,75,0,50,0,5.9,15,15,36.2,49.3,Serbia,7.2,$81.1 ,2.5,0,"$11,269",22.6,7.7,"1,377.40",65.8
145,Seychelles,Seychelles,Sub-Saharan Africa,114,20,57.5,1.3,50,0,54,5.5,79.8,3,59.4,-2.4,67.7,0.1,63.9,-4.6,76,0.9,44,10.6,50,0,30,0,23,15,33,26.6,36.8,Seychelles,0.1,$2.5 ,3.6,3.8,"$26,492",N/A,4.3,177.6,62
146,Sierra Leone,SierraLeone,Sub-Saharan Africa,147,36,51.7,1.2,10,-5,30,5.4,80.8,0.1,87.5,1.8,53.4,-1.9,41.6,12.9,68.5,-1.7,70.2,0,55,0,20,0,9.9,30,30,11.1,20.4,Sierra Leone,6.1,$9.4 ,16.3,9.1,"$1,542",3.2,9.8,579.1,32.6
147,Singapore,Singapore,Asia-Pacific,2,2,89.4,0,90,0,86,-5.9,91.2,0,93.8,2.6,96.9,0.1,96.9,0.4,83.7,2.2,90,0,85,0,80,0,0,20,17,14,14.4,Singapore,5.4,$348.7 ,4.1,5.2,"$64,584",3.1,2.4,"63,772.30",103.8
148,Slovak Republic,Slovakia,Europe,50,22,67.2,0.8,50,0,47,5.2,80.8,0.6,55.1,-0.9,69.6,2.6,56.5,2.9,75.5,-2.6,88,0.2,80,0,70,0,1,25,22,28.5,38.7,Slovakia,5.4,$133.1 ,0.9,1,"$24,605",14,1.5,591,54.9
149,Slovenia,Slovenia,Europe,88,36,60.3,-2.4,60,0,57,-4,58.1,-0.8,0,-22.6,81.2,-4.2,57.1,6.1,81.3,1,88,0.2,70,0,50,0,1,50,17,37.4,59.4,Slovenia,2.1,$57.4 ,-1.1,-2,"$27,900",10.6,1.6,-678.6,73
150,Solomon Islands,SolomonIslands,Asia-Pacific,159,36,47,0.8,30,0,25,0,61.1,-0.3,25.7,4.4,67.7,2.5,68.6,3.4,74.3,-1.1,73,0,15,0,30,0,8.5,40,30,37.3,49.8,Solomon Islands,0.6,$1.9 ,2.9,4.2,"$3,455",3.9,6.1,105.3,14.6
151,South Africa,SouthAfrica,Sub-Saharan Africa,72,6,62.6,0.1,50,0,42,0.4,69.5,0.8,68.2,-0.9,73,-1.5,61.6,7.2,74.9,-0.4,76.6,0.5,50,-5,60,0,4.2,40,28,25.8,32.6,South Africa,53,$596.5 ,1.9,1.9,"$11,259",25.3,5.8,"8,187.90",45.2
152,Spain,Spain,Europe,49,21,67.6,0.4,70,0,59,-3.6,53.1,-0.9,39.8,1.1,77.5,0.2,52.6,0.4,81.3,1.4,88,0.2,85,5,70,0,1,52,30,32.9,44.8,Spain,46.6,"$1,391.3 ",-1.2,-1.4,"$29,851",26.7,1.5,"39,166.60",93.9
153,Sri Lanka,SriLanka,Asia-Pacific,101,21,58.6,-1.4,35,-5,37,3.6,85,0.1,88.4,2.1,72.5,-1.9,58.7,-0.5,68.2,0.2,71.6,-2,30,-10,40,0,6.7,24,28,12,19.7,Sri Lanka,20.8,$136.0 ,7.3,6.7,"$6,531",4.2,6.9,915.6,N/A
154,Sudan,Sudan,Sub-Saharan Africa,N/A,N/A,N/A,N/A,N/A,N/A,11,1.2,86.4,1.3,94.5,4.2,49,-5.5,43.8,-5.3,52.8,-3,55.6,0,15,0,N/A,N/A,14.7,10,35,5.7,13.6,Sudan,34.4,$90.5 ,3.4,1.3,"$2,631",15.3,36.5,"3,094.40",90.9
155,Suriname,Suriname,South and Central America / Caribbean,129,23,54.2,0,35,-5,36,3.1,69.3,0.3,73.8,-4.5,42.2,0.4,81.9,0.1,77.2,5.4,66.2,0,30,0,30,0,11.9,38,36,18.3,29.5,Suriname,0.5,$7.2 ,4.7,4.4,"$13,116",12.4,1.9,112.8,29.2
156,Swaziland,Swaziland,Sub-Saharan Africa,91,8,59.9,-1.3,40,0,39,7.4,76.4,1.7,68.6,-2.3,60.5,-3.7,69.3,-2.4,73.9,1.6,76,-5.5,55,-10,40,0,7,33,27.5,22.7,32.4,Swaziland,1.1,$6.8 ,2.8,1.4,"$6,218",22.9,5.6,67,18.8
157,Sweden,Sweden,Europe,23,12,72.7,-0.4,90,0,89,-3.3,43,0.1,19.2,-2.2,87.9,-3.2,54,1.1,85.5,3,88,0.2,90,0,80,0,1,57,22,44.3,51.9,Sweden,9.6,$396.8 ,1.5,1.3,"$41,188",8,0,"8,149.50",41.4
158,Switzerland,Switzerland,Europe,5,1,80.5,-1.1,90,0,85,-3.1,70.3,1.4,65.1,-0.6,78.1,2.7,75.3,-12.1,86.3,1.1,90,0,85,0,80,0,0,40,24,28.2,34.1,Switzerland,8,$371.6 ,2,1.2,"$46,430",4.4,-0.2,"-5,252.10",49.4
159,Syria,Syria,Middle East / North Africa,N/A,N/A,N/A,N/A,10,0,17,-6.3,N/A,N/A,N/A,N/A,57.3,-3.1,49.1,-6,N/A,N/A,N/A,N/A,0,0,20,0,N/A,22,28,N/A,N/A,Syria,N/A,N/A,N/A,N/A,N/A,8.4,N/A,0,N/A
160,Taiwan ,Taiwan,Asia-Pacific,14,5,75.1,1.2,70,0,61,1.3,80.4,0.1,87.1,2.4,92.4,-1.5,55.2,2.1,83.3,1.6,86.4,0.6,75,5,60,0,1.8,40,17,8.7,20.7,Taiwan,23.4,$929.5 ,2.1,3.3,"$39,767",4.1,0.8,"3,688.00",41
161,Tajikistan,Tajikistan,Asia-Pacific,140,31,52.7,0.7,20,0,22,2.6,92.1,-0.2,81.9,3.8,65.4,7,46.4,0.9,69.6,1.9,74.6,1.4,25,0,30,-10,5.2,13,15,19.9,24.6,Tajikistan,8.1,$19.1 ,7.4,6.5,"$2,354",10.8,5,107.8,29.2
162,Tanzania,Tanzania,Sub-Saharan Africa,109,17,57.5,-0.3,30,0,33,4.2,79.9,0.2,79.3,1,45,-2,61.4,0.3,69.7,3.7,67,-9.8,60,0,50,0,11.5,30,30,14.4,26.3,Tanzania,46.3,$79.4 ,7,6.7,"$1,715",3.5,7.9,"1,872.40",41
163,Thailand,Thailand,Asia-Pacific,75,12,62.4,-0.9,40,-5,35,1.4,81.5,1.8,81.4,-2.2,72.5,1.1,63.5,1.9,69.9,1.3,75.4,0.4,45,0,60,-10,4.8,35,20,15,24.9,Thailand,68.2,$673.7 ,2.9,2.9,"$9,875",0.8,2.2,"12,945.60",45.3
164,Timor-Leste,TimorLeste,Asia-Pacific,167,40,45.5,2.3,20,0,30,4.6,64.7,0,0,0,59.8,14.4,72,-7.2,68.7,0.4,79.6,15.2,40,-5,20,0,2.7,10,10,227.3,86.4,Timor-Leste,1.2,$25.8 ,8.4,10.4,"$21,705",4.5,10.6,19.8,N/A
165,Togo,Togo,Sub-Saharan Africa,138,30,53,3.1,30,0,29,5.2,69.7,0,78.1,-4.3,51.9,8.6,43.4,0.6,80.4,1.1,67.8,5,50,15,30,0,11.1,45,27,16.5,27,Togo,6.8,$7.4 ,5.6,4.8,"$1,084",8.5,2,84.2,43.3
166,Tonga,Tonga,Asia-Pacific,95,18,59.3,1.1,20,0,28.6,0,87.2,0.5,79,4.2,74.1,-0.5,92.1,0.9,73.5,2.2,78.4,-1.1,40,5,20,0,5.8,20,25,15.9,26.4,Tonga,0.1,$0.8 ,1,2,"$8,168",N/A,3.2,11.6,N/A
167,Trinidad and Tobago,TrinidadTobago,South and Central America / Caribbean,67,13,64.1,1.4,50,0,38,4,79,-5.8,69.3,6.8,65.3,5.9,76.6,0.2,74.3,2.6,78.6,0,60,0,50,0,5.7,25,25,29.2,32,Trinidad and Tobago,1.3,$27.5 ,1.6,-0.8,"$20,438",6.6,5.2,"1,712.60",30.6
168,Tunisia,Tunisia,Middle East / North Africa,107,11,57.7,0.4,40,0,41,1.8,74.3,0,70.8,7,81.2,0.5,69.1,-3.5,74.8,-1.1,61.2,-0.6,35,0,30,0,14.4,35,30,21,31.2,Tunisia,10.9,$108.4 ,2.7,2.1,"$9,932",17.5,6.1,"1,095.60",44.4
169,Turkey,Turkey,Europe,70,32,63.2,-1.7,45,-5,50,6,76.1,-1.4,57.6,-5.9,61,-6.6,50.2,-9.5,72.4,0.6,84.6,0.1,75,5,60,0,2.7,35,20,27.7,37.6,Turkey,76.5,"$1,174.2 ",4.3,3.8,"$15,353",9.9,7.5,"12,866.00",35.8
170,Turkmenistan,Turkmenistan,Asia-Pacific,172,41,41.4,-0.8,5,0,17,3.6,94,-1.2,93.5,0.5,30,0,20,-10,64.2,-1.7,80,0.8,0,0,10,0,0,10,8,21,14.7,Turkmenistan,5.7,$54.2 ,10.2,10.2,"$9,510",10.7,6.6,"3,061.00",20.6
171,Uganda,Uganda,Sub-Saharan Africa,92,9,59.7,-0.2,25,-5,26,2.2,73.3,-5.8,89,1.7,43.3,-1.8,87.5,0.1,76.3,5.3,76.6,1.2,60,0,40,0,6.7,40,30,13.1,19.1,Uganda,36.8,$54.6 ,6,5.1,"$1,484",3.8,5.4,"1,145.90",33.9
172,Ukraine,Ukraine,Europe,162,43,46.9,-2.4,20,-10,25,3.1,78.7,-0.4,28,-9.5,59.3,-0.5,48.2,-1.6,78.6,-0.1,85.8,-0.4,15,-5,30,0,2.1,17,18,38.9,49,Ukraine,45.4,$336.8 ,0.1,-1.3,"$7,423",7.9,-0.3,"3,771.00",41
173,United Arab Emirates,UnitedArabEmirates,Middle East / North Africa,25,2,72.4,1,55,0,69,2.6,99.5,-0.1,85.8,2.7,74.7,0.3,83.8,0.9,83.8,-0.8,82.4,-0.1,40,5,50,0,3.8,0,0,7.2,21.8,United Arab Emirates,9,$272.0 ,4.8,1.9,"$30,122",3.8,1.1,"10,488.00",12.3
174,United Kingdom,UnitedKingdom,Europe,13,5,75.8,0.9,90,0,76,-0.4,62.9,6.3,30.3,0.8,91.1,-0.9,75.6,2.5,74.4,0.9,88,0.2,90,0,80,0,1,45,21,35.2,48.2,United Kingdom,64.1,"$2,390.9 ",1.8,-0.1,"$37,307",7.5,2.6,"37,100.90",90.1
175,United States,UnitedStates,North America,12,2,76.2,0.7,80,0,73,1,66.2,0.4,51.8,3.7,88.8,-0.4,98.5,1.3,76.6,1.2,87,0.2,70,0,70,0,1.5,39.6,35,24.3,40.1,United States,316.4,"$16,799.7 ",1.9,1.2,"$53,101",7.5,1.5,"187,528.00",104.5
176,Uruguay,Uruguay,South and Central America / Caribbean,43,5,68.6,-0.7,70,0,73,2.4,77.1,-0.3,65.1,-2.9,72.6,-1.9,64.3,-3.8,71.6,-0.5,81.8,-0.7,80,0,30,0,4.1,30,25,27.6,34.1,Uruguay,3.4,$56.7 ,4.2,5.1,"$16,723",6.3,8.6,"2,796.10",59.4
177,Uzbekistan,Uzbekistan,Asia-Pacific,160,37,47,0.5,15,0,17,3.6,90.2,-0.1,67.3,-3.1,73.1,-2.6,64.2,3.4,63.5,0.4,69.8,3.7,0,0,10,0,5.1,22,9,20.3,33,Uzbekistan,30.2,$113.8 ,8,8.2,"$3,762",10.8,11.2,"1,077.00",8.6
178,Vanuatu,Vanuatu,Asia-Pacific,84,16,61.1,1.6,40,0,33.5,0,97.2,-0.1,83.8,2.1,51.5,-3.3,46.4,-10.4,82.9,0.2,75.4,27.4,60,0,40,0,4.8,0,0,16.6,23.2,Vanuatu,0.3,$1.3 ,2.8,2.1,"$4,718",N/A,1.3,34.8,20.4
179,Venezuela,Venezuela,South and Central America / Caribbean,176,28,34.3,-2,5,0,20,3.5,75,-0.3,52,0.2,41.6,-1.8,24.2,-9.5,42.8,-6.9,62.8,0.1,0,-5,20,0,8.6,34,34,13.6,40,Venezuela,30,$407.9 ,1,1.2,"$13,605",7.6,40.7,"7,040.00",49.8
180,Vietnam,Vietnam,Asia-Pacific,148,32,51.7,0.9,15,0,31,4.1,79.1,2.1,77.1,5.7,61.5,-0.5,62.9,-5.4,66.8,3.2,78.6,-0.1,15,0,30,0,5.7,35,22,19.6,27.6,Vietnam,89.7,$359.8 ,5.4,5.7,"$4,012",1.9,6.6,"8,900.00",55
181,Yemen,Yemen,Middle East / North Africa,133,13,53.7,-1.8,30,0,18,-1.4,91.5,-0.2,59.9,-15,54,-5.2,57.1,2.2,68.5,6.4,77.6,-4.8,50,0,30,0,6.2,20,20,7,36.6,Yemen,26.7,$61.8 ,4.4,0.9,"$2,316",17.2,11.1,-133.6,49.9
182,Zambia,Zambia,Sub-Saharan Africa,100,12,58.7,-1.7,30,0,38,6.7,71.9,0.1,78,-4.9,68.2,-6.7,46,-4.1,73.2,5.2,76.8,-7.8,55,-5,50,0,4.1,35,35,19.1,27.1,Zambia,14.5,$25.5 ,6,6.8,"$1,754",13.2,7,"1,810.90",35.1
183,Zimbabwe,Zimbabwe,Sub-Saharan Africa,175,46,37.6,2.1,10,0,21,1.7,66.6,3.3,74.2,10.2,37.1,2.6,23.7,1.5,75.4,2.4,58.4,4.2,0,-5,10,0,13.3,45,25,26.3,29.3,Zimbabwe,13.1,$10.3 ,3,8.9,$788,5.5,1.6,400,54.7
184,Somalia,Somalia,Sub-Saharan Africa,N/A,N/A,N/A,N/A,N/A,N/A,8,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Somalia,N/A,N/A,N/A,N/A,N/A,8.5,N/A,107.1,N/A
185,Kosovo,Kosovo,Europe,N/A,N/A,N/A,N/A,30,0,33,4.4,N/A,N/A,73.9,0.9,66.8,8.7,72.1,0.8,74.9,2.2,N/A,N/A,65,0,N/A,N/A,N/A,10,10,N/A,29.5,Kosovo,N/A,$14.0 ,2.5,3.2,N/A,N/A,1.9,N/A,N/A
186,Brunei Darussalam,Brunei,Asia-Pacific,39,10,68.9,-0.1,35,-5,60,6.7,87,-3.2,63.6,-2.5,68.3,0.1,96.9,0.4,76.6,2.4,81.8,0,70,0,50,0,4.1,0,20,30,34.8,Brunei,0.4,$21.7 ,-1.2,0.8,"$53,431",3.7,0.4,895,2.5
1,Afghanistan,Afghanistan,Asia-Pacific,N/A,N/A,N/A,N/A,N/A,N/A,12,4,91.6,-0.1,81.2,0,56.6,-4.8,63.2,-4.3,N/A,N/A,N/A,N/A,55,0,N/A,N/A,N/A,20,20,6.6,25,Afghanistan,31.3,$60.6 ,1.5,6.8,"$1,937",9.1,4.6,53.6,6.7
2,Albania,Albania,Europe,59,27,65.9,0.2,35,5,33,2,87.8,0.6,75,-1.1,67.6,-3,51.5,-1.4,81.7,0.9,87.6,-0.2,70,0,70,0,1.2,23,15,21.7,28.9,Albania,2.8,$31.6 ,2.1,2.3,"$11,377",16.1,1.6,"1,093.50",72.6
3,Algeria,Algeria,Middle East / North Africa,154,13,50.1,1.2,25,-5,36,0,81,1,59.4,20.7,62.1,-4.5,48.2,-2.3,68.1,-3.1,60.8,0,30,5,30,0,12.1,35,23,12.2,38,Algeria,38.7,$551.8 ,4.1,3.3,"$14,259",9.5,2.9,"1,488.00",8.8
4,Angola,Angola,Sub-Saharan Africa,156,39,48.9,1,15,0,19,-4,87.8,3.3,50.1,0,50.3,2.9,44.8,1.6,72.2,6.8,70.2,0,40,0,40,0,4.9,17,30,6,40.8,Angola,24.4,$175.6 ,4.2,4.7,"$7,203",6.8,7.3,"-3,881.00",38
5,Argentina,Argentina,South and Central America / Caribbean,169,27,43.8,-0.3,15,0,34,0,66.1,-0.7,51.3,10.1,56,3.2,43.9,0.6,44,-15.6,67.4,-1.4,30,0,30,0,6.3,35,35,30.6,40.3,Argentina,42,$947.6 ,0.5,4.4,"$22,582",8.2,37.6,"6,612.00",48.6
6,Armenia,Armenia,Europe,54,23,67,-0.1,20,0,37,1,83.8,-0.6,80.7,-2.1,77.5,-5.2,62.2,-2.1,72.8,2.2,85.6,0.2,80,5,70,0,2.2,26,20,23.4,25.4,Armenia,3.3,$24.3 ,3.4,4.2,"$7,374",17.1,3.1,382.8,44.2
7,Australia,Australia,Asia-Pacific,5,4,80.3,-1.1,90,0,80,-1,63.2,-0.5,62,0.2,89.4,-4.7,77.2,-4.4,85.2,-0.1,86.4,0,80,0,90,0,1.8,45,30,27.5,35.6,Australia,23.6,"$1,095.4 ",2.7,2.7,"$46,433",6,2.5,"51,854.20",34.3
8,Austria,Austria,Europe,28,15,71.7,0.5,90,0,72,3,50.7,0.6,22.4,2.6,79.4,1.4,72.5,-4.2,81.7,1.4,88,0,90,0,70,0,1,50,25,42.5,50.9,Austria,8.5,$395.5 ,0.3,1.3,"$46,420",5,1.5,"4,674.90",86.8
9,Azerbaijan,Azerbaijan,Asia-Pacific,91,16,60.2,-0.8,20,0,29,1,88,-0.1,56.7,-3,70.3,-4.2,75.2,-3.9,77,-2.8,75.8,-0.2,60,5,50,0,4.6,25,20,13.3,38,Azerbaijan,9.4,$165.3 ,2.8,3.2,"$17,618",5.2,1.4,"4,430.40",16.4
10,Bahamas,Bahamas,South and Central America / Caribbean,31,2,70.9,2.2,70,0,71,0,97.9,0.1,84.3,1.1,70.7,1.8,72.8,-2.5,78.5,-0.3,64,11.8,40,10,60,0,13,0,0,14.4,22.8,The Bahamas,0.4,$9.0 ,1.3,1.1,"$25,049",15.4,1.2,"1,595.90",60.4
11,Bahrain,Bahrain,Middle East / North Africa,18,1,74.3,0.9,60,0,49,1,99.9,0,75.4,2.3,71.9,-0.6,79.1,-4,74.6,0.4,82.6,4,70,5,80,0,3.7,0,0,3.1,28.6,Bahrain,1.2,$61.9 ,4.7,4,"$51,714",4.1,2.5,957.4,43.8
12,Bangladesh,Bangladesh,Asia-Pacific,137,29,53.3,-0.6,20,0,25,-2,72.7,0,93.6,1.6,52.6,-9.6,62.5,-1.2,68.2,0.5,63.6,4.6,45,0,30,0,10.7,25,45,9,14.6,Bangladesh,158.2,$533.7 ,6.1,6.2,"$3,373",4.3,7,"1,526.70",33.9
13,Barbados,Barbados,South and Central America / Caribbean,45,7,68.3,0.4,80,0,74,-1,75.8,2,37.6,-4.5,70.2,-1.4,67.3,-1.9,80.8,2.6,62.2,-1.6,75,10,60,0,13.9,35,25,23.9,45.6,Barbados,0.3,$4.5 ,-0.3,0.1,"$16,183",12,1.9,275.1,100.4
14,Belarus,Belarus,Europe,157,43,48.8,-1,20,0,31,2,88.6,2.2,44.8,-9.9,69,-3,74.9,-5.2,50.4,5.9,79,-2,20,0,10,0,3,13,18,25.4,42.9,Belarus,9.5,$172.0 ,1.6,3.5,"$18,161",5.9,18.1,"1,798.20",37.9
15,Belgium,Belgium,Europe,44,21,68.4,-0.4,80,0,76,1,44.2,0.6,11,0.8,85.4,-5.3,60.5,-3.2,84,2.3,88,0,85,0,70,0,1,50,33,44.6,54.5,Belgium,11.2,$481.5 ,1,1.1,"$42,973",8.5,0.5,"-4,956.70",105.6
16,Belize,Belize,South and Central America / Caribbean,118,20,57.4,0.6,35,5,6.7,0,82.1,-0.3,71.9,-6.4,63.3,4.2,60.3,-1.5,79.2,-0.1,70,-0.4,55,5,50,0,10,25,25,23.2,30.6,Belize,0.4,$2.9 ,3.4,2.7,"$8,248",11.5,0.9,141.1,76.3
17,Benin,Benin,Sub-Saharan Africa,101,12,59.3,0.5,30,0,39,3,68.1,-0.2,84.9,-1.8,51.3,-3.9,53.8,0.6,82.2,2.3,58.8,0.4,75,5,50,0,15.6,45,30,16.3,22.4,Benin,10.6,$19.8 ,5.5,4.5,"$1,870",1,-1,377.4,30.9
18,Bhutan,Bhutan,Asia-Pacific,97,20,59.5,2.1,60,0,65,2,83.1,0.5,67.5,7.4,65.2,3.3,77.6,-3.5,66.9,0.9,60,10.6,20,0,30,0,10,25,30,13,32.9,Bhutan,0.8,$5.9 ,6.4,7.4,"$7,641",2.8,7.7,5.8,107.5
19,Bolivia,Bolivia,South and Central America / Caribbean,160,26,47.4,0.6,10,0,35,1,86.4,-0.4,55.5,-5.4,58.8,5.1,31.7,6.2,65,-4.7,76.6,-1,15,5,40,0,4.2,13,25,23.8,38.5,Bolivia,11.2,$70.0 ,5.4,5.3,"$6,221",2.7,5.8,647.8,32.4
20,Bosnia and Herzegovina,BosniaHerzegovina,Europe,108,39,58.6,-0.4,20,0,39,-3,83.9,1,33.1,5.8,54.6,1.1,59.4,-4,84.3,0.3,87,-0.2,65,-5,60,0,1.5,10,10,37.6,47.2,Bosnia and Herzegovina,3.9,$38.1 ,0.8,0.8,"$9,833",27.9,-0.9,564,44.9
21,Botswana,Botswana,Sub-Saharan Africa,30,2,71.1,1.3,70,0,63,-1,79.1,-0.4,68.4,6.5,66.4,-0.4,68.5,-1.5,76.3,2.4,84,11.8,65,-5,70,0,0.5,25,22,31.3,32.4,Botswana,2.1,$33.7 ,4.9,6,"$16,036",18.2,3.9,393.2,14.5
